age,ai_confidence,ai_prediction,ai_shown,big5_agreeableness,big5_conscientiousness,big5_extraversion,big5_neuroticism,big5_open_mindedness,big5_timestamp,confidence,created_at,current_phase,experience_level,facet_aesthetic_sensitivity,facet_anxiety,facet_assertiveness,facet_compassion,facet_creative_imagination,facet_depression,facet_emotional_volatility,facet_energy_level,facet_intellectual_curiosity,facet_organization,facet_productiveness,facet_respectfulness,facet_responsibility,facet_sociability,facet_trust,final_confidence,final_decision,gender,ground_truth_binary,ground_truth_raw,healthcare_qualification,initial_confidence,initial_decision,iq_completed_at,iq_score,iq_time_remaining,participant_id,phase1_completed_at,phase1_video_watched,phase2_completed_at,residence,reverted_decision,school,symptom1,symptom2,treatment_group,trial_duration,trial_end_time,trial_id,trial_image,trial_image_name,trial_original_image_name,trial_start_time,user_id
,,,,,,,,,,,2026-02-01T12:41:02.242000+00:00,phase1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0-CNKVP,,,,,,,,,0,,,,,,,,0-CNKVP
23,,,,3,3,2.5,3,3.75,1769949098762,,2026-02-01T12:31:03.546000+00:00,phase1,none,3,3,2,3,4,2,4,4,5,3,2,3,4,2,3,,,male,,,none,,,1769949109779,0,591,0-QFBB3,,,,city,,secondary,,,0,,,,,,,,0-QFBB3
23,0.5251,1,True,2.5,2.75,2.25,3.25,3.25,1770023086529,4,2026-02-02T09:04:17.035000+00:00,phase2_completed,student_4-6,2.5,2.5,2,3,4,3,5,2,4,2.5,3,2,3,2.5,2,5,1,male,1,2,student_4-6,4,1,1770023096380,2,591,0-VRANT,1767431107479,True,1770023196135,city,False,secondary,nincsen,nincsen,0,7.217,1770023167964,p2_trial_1,9255715L.png,49.png,9255715L.png,1770023160747,0-VRANT
23,0.0297,0,True,2.5,2.75,2.25,3.25,3.25,1770023086529,4,2026-02-02T09:04:17.035000+00:00,phase2_completed,student_4-6,2.5,2.5,2,3,4,3,5,2,4,2.5,3,2,3,2.5,2,5,0,male,0,0,student_4-6,4,0,1770023096380,2,591,0-VRANT,1767431107479,True,1770023196135,city,False,secondary,nincsen,nincsen,0,6.58,1770023174745,p2_trial_2,9093622L.png,16.png,9093622L.png,1770023168165,0-VRANT
23,0.8737,1,True,2.5,2.75,2.25,3.25,3.25,1770023086529,3,2026-02-02T09:04:17.035000+00:00,phase2_completed,student_4-6,2.5,2.5,2,3,4,3,5,2,4,2.5,3,2,3,2.5,2,3,1,male,0,0,student_4-6,3,1,1770023096380,2,591,0-VRANT,1767431107479,True,1770023196135,city,False,secondary,nincsen,nincsen,0,6.891,1770023181829,p2_trial_3,9623194R.png,48.png,9623194R.png,1770023174938,0-VRANT
23,0.7431,0,True,2.5,2.75,2.25,3.25,3.25,1770023086529,3,2026-02-02T09:04:17.035000+00:00,phase2_completed,student_4-6,2.5,2.5,2,3,4,3,5,2,4,2.5,3,2,3,2.5,2,6,1,male,0,0,student_4-6,3,1,1770023096380,2,591,0-VRANT,1767431107479,True,1770023196135,city,False,secondary,nincsen,nincsen,0,7.075,1770023189128,p2_trial_4,9243046R.png,31.png,9243046R.png,1770023182053,0-VRANT
23,0.4293,0,True,2.5,2.75,2.25,3.25,3.25,1770023086529,5,2026-02-02T09:04:17.035000+00:00,phase2_completed,student_4-6,2.5,2.5,2,3,4,3,5,2,4,2.5,3,2,3,2.5,2,6,1,male,1,3,student_4-6,5,1,1770023096380,2,591,0-VRANT,1767431107479,True,1770023196135,city,False,secondary,nincsen,nincsen,0,6.649,1770023195961,p2_trial_5,9669124L.png,4.png,9669124L.png,1770023189312,0-VRANT
23,0.852,0,False,2.5,2.75,2.25,3.25,3.25,1770023086529,3,2026-02-02T09:04:17.035000+00:00,phase2_completed,student_4-6,2.5,2.5,2,3,4,3,5,2,4,2.5,3,2,3,2.5,2,,,male,0,0,student_4-6,,1,1770023096380,2,591,0-VRANT,1767431107479,True,1770023196135,city,,secondary,,,0,1.905,1770023106328,trial_1,9992843R.png,50.png,9992843R.png,1770023104423,0-VRANT
23,0.1581,1,False,2.5,2.75,2.25,3.25,3.25,1770023086529,5,2026-02-02T09:04:17.035000+00:00,phase2_completed,student_4-6,2.5,2.5,2,3,4,3,5,2,4,2.5,3,2,3,2.5,2,,,male,1,2,student_4-6,,0,1770023096380,2,591,0-VRANT,1767431107479,True,1770023196135,city,,secondary,,,0,1.397,1770023107895,trial_2,9747567L.png,22.png,9747567L.png,1770023106498,0-VRANT
23,0.326,1,False,2.5,2.75,2.25,3.25,3.25,1770023086529,3,2026-02-02T09:04:17.035000+00:00,phase2_completed,student_4-6,2.5,2.5,2,3,4,3,5,2,4,2.5,3,2,3,2.5,2,,,male,1,2,student_4-6,,1,1770023096380,2,591,0-VRANT,1767431107479,True,1770023196135,city,,secondary,,,0,1.475,1770023109545,trial_3,9455248L.png,39.png,9455248L.png,1770023108070,0-VRANT
