participant_id,treatmentGroup,phase,trialNum,trial_id_key,user_response,time_sec,userID,age,gender,education,residence,healthcareQualification,completionStatus,browserInfo,screenResolution,randomizationSeed,cognitive_score,big5_conscientiousness,big5_openness,big5_neuroticism,big5_extroversion,big5_agreeableness,trialType,imageID,confidence,initial_decision,decision_revised,ai_confidence,ai_prediction,initial_confidence,post_ai_confidence,dropdown_choice,bbox_iou,timestamp_unix,original_response,original_final_decision
0pytyzzk2w,control,baseline,1,baseline_1,0.0,1.972,0pytyzzk2w,18-25,female,high-school,county-seat,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,476274,1,,,,,,baseline,/annotation/baseline/1.png,5.0,,,,,,,,,1763728641,0.0,
0pytyzzk2w,control,baseline,2,baseline_2,0.0,2.15,0pytyzzk2w,18-25,female,high-school,county-seat,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,476274,1,,,,,,baseline,/annotation/baseline/2.png,5.0,,,,,,,,,1763728643,0.0,
0pytyzzk2w,control,baseline,3,baseline_3,0.0,1.525,0pytyzzk2w,18-25,female,high-school,county-seat,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,476274,1,,,,,,baseline,/annotation/baseline/3.png,5.0,,,,,,,,,1763728645,0.0,
0pytyzzk2w,control,baseline,4,baseline_4,0.0,1.478,0pytyzzk2w,18-25,female,high-school,county-seat,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,476274,1,,,,,,baseline,/annotation/baseline/4.png,4.0,,,,,,,,,1763728646,0.0,
0pytyzzk2w,control,baseline,5,baseline_5,0.0,1.333,0pytyzzk2w,18-25,female,high-school,county-seat,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,476274,1,,,,,,baseline,/annotation/baseline/5.png,4.0,,,,,,,,,1763728648,0.0,
0pytyzzk2w,control,experiment,1,experiment_1,,1.774,0pytyzzk2w,18-25,female,high-school,county-seat,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,476274,1,,,,,,experiment,/annotation/experiment/1.png,5.0,,,,,,,,,1763728651,1.0,
0pytyzzk2w,control,experiment,2,experiment_2,,1.292,0pytyzzk2w,18-25,female,high-school,county-seat,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,476274,1,,,,,,experiment,/annotation/experiment/2.png,4.0,,,,,,,,,1763728652,0.0,
0pytyzzk2w,control,experiment,3,experiment_3,,1.476,0pytyzzk2w,18-25,female,high-school,county-seat,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,476274,1,,,,,,experiment,/annotation/experiment/3.png,4.0,,,,,,,,,1763728654,1.0,
0pytyzzk2w,control,experiment,4,experiment_4,,1.285,0pytyzzk2w,18-25,female,high-school,county-seat,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,476274,1,,,,,,experiment,/annotation/experiment/4.png,4.0,,,,,,,,,1763728655,0.0,
0pytyzzk2w,control,experiment,5,experiment_5,,1.254,0pytyzzk2w,18-25,female,high-school,county-seat,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,476274,1,,,,,,experiment,/annotation/experiment/5.png,4.0,,,,,,,,,1763728656,1.0,
0pytyzzk2w,control,posttest,1,posttest_1,0.0,1.627,0pytyzzk2w,18-25,female,high-school,county-seat,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,476274,1,,,,,,posttest,/annotation/post_experiment/1.png,4.0,,,,,,,,,1763728659,0.0,
0pytyzzk2w,control,posttest,2,posttest_2,1.0,1.695,0pytyzzk2w,18-25,female,high-school,county-seat,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,476274,1,,,,,,posttest,/annotation/post_experiment/2.png,4.0,,,,,,,,,1763728661,1.0,
0pytyzzk2w,control,posttest,3,posttest_3,0.0,1.416,0pytyzzk2w,18-25,female,high-school,county-seat,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,476274,1,,,,,,posttest,/annotation/post_experiment/3.png,5.0,,,,,,,,,1763728662,0.0,
0pytyzzk2w,control,posttest,4,posttest_4,1.0,1.46,0pytyzzk2w,18-25,female,high-school,county-seat,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,476274,1,,,,,,posttest,/annotation/post_experiment/4.png,4.0,,,,,,,,,1763728664,1.0,
0pytyzzk2w,control,posttest,5,posttest_5,0.0,1.158,0pytyzzk2w,18-25,female,high-school,county-seat,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,476274,1,,,,,,posttest,/annotation/post_experiment/5.png,4.0,,,,,,,,,1763728665,0.0,
1w1vxaa4fp,treatment,baseline,1,baseline_1,0.0,2.486,1w1vxaa4fp,18-25,male,masters,budapest,none,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,822228,2,,,,,,baseline,/annotation/baseline/1.png,6.0,,,,,,,,,1763726490,0.0,
1w1vxaa4fp,treatment,baseline,2,baseline_2,0.0,1.438,1w1vxaa4fp,18-25,male,masters,budapest,none,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,822228,2,,,,,,baseline,/annotation/baseline/2.png,6.0,,,,,,,,,1763726491,0.0,
1w1vxaa4fp,treatment,baseline,3,baseline_3,0.0,1.933,1w1vxaa4fp,18-25,male,masters,budapest,none,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,822228,2,,,,,,baseline,/annotation/baseline/3.png,5.0,,,,,,,,,1763726493,0.0,
1w1vxaa4fp,treatment,baseline,4,baseline_4,1.0,2.099,1w1vxaa4fp,18-25,male,masters,budapest,none,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,822228,2,,,,,,baseline,/annotation/baseline/4.png,4.0,,,,,,,,,1763726496,1.0,
1w1vxaa4fp,treatment,baseline,5,baseline_5,1.0,1.626,1w1vxaa4fp,18-25,male,masters,budapest,none,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,822228,2,,,,,,baseline,/annotation/baseline/5.png,4.0,,,,,,,,,1763726497,1.0,
1w1vxaa4fp,treatment,experiment,1,experiment_1,0.0,6.715,1w1vxaa4fp,18-25,male,masters,budapest,none,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,822228,2,,,,,,experiment,/annotation/experiment/1.png,,0.0,False,0.13338840007781982,0.0,7.0,7.0,tünet,,1763726540,,0.0
1w1vxaa4fp,treatment,experiment,2,experiment_2,0.0,25.993,1w1vxaa4fp,18-25,male,masters,budapest,none,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,822228,2,,,,,,experiment,/annotation/experiment/2.png,,1.0,True,0.004932005,0.0,7.0,7.0,tünet,,1763726566,,0.0
1w1vxaa4fp,treatment,experiment,3,experiment_3,0.0,22.518,1w1vxaa4fp,18-25,male,masters,budapest,none,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,822228,2,,,,,,experiment,/annotation/experiment/3.png,,0.0,False,0.9910439252853394,1.0,6.0,7.0,nincsen tünet,,1763726589,,0.0
1w1vxaa4fp,treatment,experiment,4,experiment_4,1.0,30.24,1w1vxaa4fp,18-25,male,masters,budapest,none,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,822228,2,,,,,,experiment,/annotation/experiment/4.png,,0.0,True,0.9864799380302429,1.0,5.0,7.0,nincsen tünet,,1763726619,,1.0
1w1vxaa4fp,treatment,experiment,5,experiment_5,1.0,19.481,1w1vxaa4fp,18-25,male,masters,budapest,none,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,822228,2,,,,,,experiment,/annotation/experiment/5.png,,1.0,False,0.999786913,1.0,7.0,7.0,tünet,0.08557844690966719,1763726639,,1.0
1w1vxaa4fp,treatment,posttest,1,posttest_1,0.0,1.926,1w1vxaa4fp,18-25,male,masters,budapest,none,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,822228,2,,,,,,posttest,/annotation/post_experiment/1.png,5.0,,,,,,,,,1763726642,0.0,
1w1vxaa4fp,treatment,posttest,2,posttest_2,0.0,1.687,1w1vxaa4fp,18-25,male,masters,budapest,none,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,822228,2,,,,,,posttest,/annotation/post_experiment/2.png,6.0,,,,,,,,,1763726644,0.0,
1w1vxaa4fp,treatment,posttest,3,posttest_3,1.0,10.945,1w1vxaa4fp,18-25,male,masters,budapest,none,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,822228,2,,,,,,posttest,/annotation/post_experiment/3.png,4.0,,,,,,,,,1763726655,1.0,
1w1vxaa4fp,treatment,posttest,4,posttest_4,1.0,1.572,1w1vxaa4fp,18-25,male,masters,budapest,none,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,822228,2,,,,,,posttest,/annotation/post_experiment/4.png,3.0,,,,,,,,,1763726656,1.0,
1w1vxaa4fp,treatment,posttest,5,posttest_5,0.0,7.567,1w1vxaa4fp,18-25,male,masters,budapest,none,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,822228,2,,,,,,posttest,/annotation/post_experiment/5.png,5.0,,,,,,,,,1763726664,0.0,
